gene_name,t_stat,fold_change,p_value,p_adjusted
Os02g0175600,4.241647531,0.240050211,5.52E-05,0.000346807
Os08g0355100,1.713309335,0.081429704,0.090215552,0.17226779
Os08g0327400,3.089658707,0.244112579,0.002690283,0.009470735
Os11g0578700,-1.499188187,-0.366433404,0.137443334,0.240910193
Os05g0515200,-0.659558814,-0.04146723,0.511278438,0.64322036
Os05g0396700,-0.605139272,-0.129889535,0.546661031,0.673811394
Os03g0381500,-3.025840972,-0.201686575,0.003259827,0.011153965
Os04g0379400,0.110177842,0.032218816,0.912521985,0.945215607
Os03g0276700,-0.983509897,-0.064838795,0.328082635,0.467427523
Os12g0182900,-0.339442725,-0.041453488,0.735093931,0.823312169
Os12g0533800,-1.497820155,-0.098198732,0.137798012,0.241367787
Os10g0483100,-4.659128041,-0.195589852,1.13E-05,8.80E-05
Os09g0534000,1.224444701,0.079684461,0.224088365,0.351763457
Os06g0141800,-0.050889568,-0.002421247,0.959530127,0.97538416
Os02g0771400,-5.23358278,-0.459687632,1.14E-06,1.25E-05
Os06g0683000,0.063197646,0.005519204,0.949754031,0.968884391
Os03g0809000,-0.734023607,-0.044647463,0.46490714,0.601784323
Os01g0771100,-3.836759506,-0.251945032,0.000235577,0.001204514
Os08g0119900,4.899909652,0.179371564,4.40E-06,3.94E-05
Os10g0542700,1.663645759,0.267531712,0.099779973,0.186660483
Os04g0474300,0.368572224,0.045508985,0.713341583,0.806851206
Os02g0671100,0.002643576,0.000345666,0.997896784,0.998671439
Os08g0205400,0.627277416,0.054243658,0.532119541,0.66149351
Os03g0727100,4.178375413,0.174813953,6.96E-05,0.000425126
Os12g0578500,7.901828432,0.651350423,7.81E-12,7.10E-10
Os01g0254200,5.462404391,0.286727273,4.40E-07,5.64E-06
Os04g0604000,-1.128814419,-0.070796247,0.262077864,0.394646964
Os04g0677200,2.741845843,0.413070825,0.007414941,0.022301437
Os04g0558900,1.041006448,0.035660677,0.300755644,0.438269104
Os06g0212100,-1.415332124,-0.088234144,0.160539323,0.272184609
Os08g0384100,-4.250048957,-0.329480444,5.35E-05,0.000337863
Os02g0797700,0.469690869,0.025604651,0.639750518,0.750583445
Os04g0102700,-2.104023367,-0.08494556,0.038261053,0.08671928
Os03g0841600,-0.382023289,-0.045479915,0.703375254,0.798713184
Os03g0848600,3.245399493,0.177845137,0.00166534,0.006346731
Os06g0616900,-1.329737622,-0.058420719,0.187079184,0.306772654
Os04g0587900,-0.176176356,-0.069714588,0.860564666,0.910959395
Os10g0493700,-0.255505145,-0.018599894,0.798935807,0.868443099
Os11g0519100,0.622820662,0.025269556,0.535030875,0.663750281
Os03g0291500,0.001601213,0.000399049,0.998726081,0.99932507
Os10g0347000,-4.209674109,-1.077780655,6.21E-05,0.000384592
Os01g0220400,-0.381621084,-0.042809725,0.70367252,0.798973538
Os02g0823100,-5.98952035,-1.220969345,4.62E-08,8.27E-07
Os02g0267200,2.176024736,0.237553383,0.032262811,0.075616713
Os04g0111200,-0.176351537,-0.023162262,0.860427465,0.910882153
Os09g0370200,-1.147801577,-0.075396406,0.254195578,0.386009262
Os06g0192900,-6.787550499,-0.3159926,1.33E-09,4.36E-08
Os06g0477900,0.048923751,0.006932347,0.961092154,0.976272975
Os08g0500500,-3.302982902,-0.20983351,0.001389322,0.005440171
Os01g0127400,1.296687905,0.34365592,0.198165821,0.320962767
Os01g0836200,-0.066397667,-0.003607294,0.947213508,0.967336509
Os11g0112600,1.633482733,0.253213531,0.105979951,0.195690323
Os09g0346900,-2.362646923,-0.174019027,0.020373891,0.051653195
Os05g0232500,-8.777876185,-0.529208245,1.28E-13,2.76E-11
Os05g0242600,-0.957842149,-0.049052326,0.340795479,0.480348532
Os09g0540800,5.444513797,0.349579281,4.74E-07,5.99E-06
Os02g0606400,-1.039791915,-0.045011628,0.30131646,0.438834056
Os07g0521100,-0.567356587,-0.060162262,0.571932428,0.695799312
Os02g0749500,3.743556594,0.161790698,0.000324983,0.001588071
Os09g0348600,0.588279172,0.026186047,0.557868379,0.683791995
Os09g0260200,-1.462099198,-0.080005814,0.147315424,0.254316152
Os12g0189500,0.399511789,0.022698732,0.690494813,0.789415265
Os04g0477300,1.145698189,0.217359937,0.255060417,0.387032451
Os01g0882400,3.000661959,0.351969345,0.00351383,0.011920728
Os06g0660600,0.545448455,0.025234672,0.586840279,0.707914484
Os01g0943900,-1.630152942,-0.160852273,0.106683037,0.196783578
Os01g0212400,-0.015142514,-0.00110148,0.987953141,0.992060322
Os01g0681700,1.032342093,0.046151691,0.304771947,0.442258478
Os12g0503600,-0.820676332,-0.042580867,0.414072714,0.553550841
Os07g0573100,-0.87838266,-0.046413319,0.38215453,0.522244713
Os07g0659500,0.702740909,0.12157241,0.484092583,0.618907043
Os06g0479100,-0.431954043,-0.022239429,0.666843029,0.772179888
Os01g0808900,-0.157317683,-0.024043869,0.875358863,0.92091428
Os05g0431900,0.48079755,0.026485201,0.631866788,0.74453701
Os11g0672700,1.471230937,0.238375793,0.144835043,0.250874037
Os04g0560400,1.196726997,0.064053911,0.234662556,0.363943958
Os05g0339300,3.755611858,0.677346723,0.000311822,0.001534598
Os01g0515300,-5.129393694,-0.34854334,1.74E-06,1.79E-05
Os08g0538000,-1.707665789,-0.073805497,0.091263136,0.173963644
Os05g0512000,3.602366711,0.369809197,0.00052416,0.002387384
Os06g0484300,0.425489239,0.10302907,0.671530291,0.775549398
Os06g0142500,1.500333011,0.052821882,0.137147076,0.240509822
Os01g0206200,-4.677192294,-0.430367865,1.06E-05,8.29E-05
Os04g0498700,-1.502557142,-0.222759514,0.136572947,0.239636347
Os10g0407500,-7.356770044,-0.576165962,9.83E-11,5.36E-09
Os09g0541100,3.472297532,0.321400634,0.00080586,0.003435929
Os07g0615800,-3.707861058,-0.238837209,0.000367125,0.001762185
Os04g0530000,-2.182687653,-0.115105708,0.031751579,0.074603453
Os02g0794100,-0.893972234,-0.032840381,0.37380211,0.51340317
Os09g0436300,-2.199619834,-0.815530655,0.030484084,0.072163392
Os10g0429400,-3.693348027,-1.218085095,0.000385704,0.001837925
Os07g0577900,-1.333169976,-0.095288584,0.185955039,0.305406034
Os09g0534200,-2.042924958,-0.091789641,0.044084886,0.096925235
Os09g0539500,-2.893944449,-0.171081924,0.004807005,0.015561726
Os02g0708200,-0.957779398,-0.11115222,0.340826946,0.480348532
Os02g0700300,-2.480531168,-0.245420719,0.015043058,0.04008373
Os03g0267800,-3.029648249,-0.22657241,0.003222935,0.011038106
Os08g0555800,-1.570866695,-0.115292812,0.119842055,0.215999007
Os08g0139700,-1.436198336,-0.071526956,0.154530509,0.264151055
Os05g0403400,-2.63760058,-0.204124207,0.009888959,0.028404967
Os12g0520600,2.596477433,0.326134778,0.011055465,0.031088546
Os11g0609600,-1.574820959,-0.37419186,0.118925881,0.214757152
Os09g0483600,0.402169374,0.035436575,0.688545321,0.787885193
Os06g0170600,-0.841520965,-0.038929704,0.40236233,0.542257087
Os05g0218400,4.801756156,0.274196617,6.49E-06,5.49E-05
Os07g0421200,-0.177971042,-0.079354651,0.859159281,0.909947179
Os04g0244500,-2.912738069,-0.32968129,0.004551411,0.014854673
Os09g0360500,1.573643414,0.128700317,0.119198123,0.215098122
Os06g0520600,-3.995720515,-0.541069239,0.000134602,0.000746644
Os01g0266400,0.948742241,0.286773784,0.345378597,0.484860059
Os07g0695900,-3.784201789,-0.303507928,0.000282608,0.001411896
Os10g0139900,0.748817186,0.106635835,0.455986302,0.593678089
Os01g0668700,-4.791547168,-0.257278541,6.75E-06,5.68E-05
Os01g0903400,-0.332119167,-0.01682981,0.740597768,0.82761137
Os03g0306800,6.486210134,0.800183404,5.16E-09,1.34E-07
Os03g0757100,1.44768662,0.080286469,0.151297251,0.259782821
Os02g0554400,-0.416117837,-0.072385307,0.678348058,0.780594296
Os05g0152400,-2.37472668,-0.139343023,0.019759404,0.050365437
Os06g0666800,-6.075629767,-0.752190803,3.17E-08,6.08E-07
Os02g0578400,7.57320572,1.167132664,3.61E-11,2.48E-09
Os05g0439300,-3.597495453,-0.350964059,0.000532768,0.00242192
Os07g0680600,1.411566745,0.333367336,0.161642519,0.273652786
Os09g0344400,-1.195690311,-0.072412262,0.235064908,0.364312072
Os06g0703200,-2.120008562,-0.191535412,0.036851872,0.084201465
Os06g0638700,0.321213734,0.035324524,0.748818486,0.833352556
Os09g0426500,6.432056256,0.916417548,6.57E-09,1.64E-07
Os02g0802700,5.39539287,0.354970666,5.82E-07,7.12E-06
Os04g0194000,-4.701927853,-0.431599366,9.60E-06,7.65E-05
Os10g0509800,-7.029698132,-0.512678118,4.41E-10,1.79E-08
Os07g0677600,5.151702723,0.837382664,1.59E-06,1.66E-05
Os05g0497600,-3.684718417,-0.298117336,0.000397171,0.001886862
Os08g0506000,-1.875415079,-0.162530127,0.064088414,0.131145425
Os10g0572800,1.570117106,0.571914376,0.120016362,0.2162582
Os05g0271400,-0.11190772,-0.003803383,0.911154256,0.944478996
Os10g0391100,-3.297335521,-0.179528541,0.001414363,0.005521921
Os02g0686100,0.431339638,0.082087209,0.667287934,0.772474302
Os03g0105500,1.919948007,0.373522727,0.058139808,0.121443603
Os10g0514500,0.171094732,0.036900106,0.864546415,0.914048513
Os01g0227200,-4.713365642,-0.273082452,9.18E-06,7.38E-05
Os03g0302200,2.066468799,0.294401163,0.041756219,0.092943799
Os03g0673100,4.28910161,0.467117336,4.63E-05,0.000299505
Os10g0165400,-0.801210147,-0.423230444,0.425191854,0.564150981
Os09g0329000,0.224530168,0.0160074,0.822871063,0.885635591
Os06g0158200,1.588172617,0.16798203,0.115873604,0.210316597
Os01g0972000,3.073256097,0.690950846,0.002827109,0.009884427
Os03g0211200,-0.278849287,-0.012875793,0.781021958,0.856487831
Os04g0593400,-3.970793399,-0.730884778,0.000147082,0.000804853
Os03g0241800,-1.139978534,-0.054415962,0.257422655,0.389699564
Os02g0179400,-1.670101202,-0.239434989,0.09849205,0.184762981
Os02g0537400,-6.17673813,-0.867599366,2.03E-08,4.24E-07
Os01g0715500,1.001982441,0.106173362,0.319129635,0.45826311
Os12g0429900,-1.895925677,-0.134678647,0.061287962,0.126722328
Os12g0110100,-1.510007685,-0.077563953,0.13466343,0.236842627
Os09g0287100,0.14944817,0.007516913,0.881545757,0.925158215
Os10g0561000,-0.215916394,-0.012633721,0.829558128,0.889890183
Os06g0119800,3.387824741,0.521241543,0.001059797,0.004333616
Os07g0646600,-0.155162494,-0.064832981,0.877052487,0.921977859
Os01g0874900,-1.678355397,-0.073149049,0.096864966,0.182434702
Os01g0525700,0.525989405,0.054436047,0.600233251,0.718668333
Os05g0572900,-1.544066338,-0.115105708,0.126200553,0.225155695
Os03g0266000,2.477550883,0.280565539,0.01516072,0.04032905
Os08g0470000,0.557694932,0.031332188,0.578484317,0.701122695
Os08g0491200,-0.387218311,-0.030732558,0.699539817,0.796238048
Os02g0156400,-0.22128033,-0.009341438,0.825392476,0.887406422
Os10g0466200,-0.921585997,-0.096309197,0.359292069,0.498614175
Os08g0260400,-1.077183992,-0.111817125,0.284374643,0.419889995
Os02g0492500,-0.107258245,-0.006192389,0.914830962,0.94636305
Os09g0129400,-2.130020356,-0.462079017,0.035992367,0.082583571
Os07g0418500,-1.183365173,-0.042134778,0.239886567,0.36998547
Os04g0421700,-4.930457222,-0.302210888,3.89E-06,3.56E-05
Os08g0438100,-2.842299322,-0.304979387,0.005578936,0.017655751
Os03g0594700,0.170009394,0.013496829,0.865397297,0.91447087
Os11g0569600,1.799403917,0.228297569,0.075420308,0.149679573
Os11g0260100,0.192279368,0.023682875,0.847971295,0.902140436
Os05g0561400,0.033508613,0.009987315,0.973345723,0.98343598
Os03g0196000,-1.683602284,-0.280748414,0.095842106,0.18088061
Os08g0534300,-0.86642843,-0.232199789,0.388637478,0.528658809
Os05g0244600,-1.346365953,-0.110213531,0.181680451,0.299687155
Os03g0211700,3.003215449,0.155955867,0.00348726,0.011837901
Os04g0151600,-2.055285753,-0.652112051,0.042848763,0.094810159
Os01g0117600,-2.071273918,-0.353384778,0.041294195,0.092125065
Os04g0366000,0.775574314,0.150372093,0.44010261,0.578548794
Os05g0536400,-4.355226613,-0.383109408,3.62E-05,0.000241036
Os01g0954100,-3.632915719,-0.449516385,0.000473116,0.002187562
Os06g0530400,-4.224112211,-0.415933404,5.88E-05,0.00036703
Os01g0754000,-0.914671413,-0.089375793,0.362891218,0.502235921
Os08g0513700,-5.60062953,-0.465264799,2.45E-07,3.42E-06
Os02g0122000,-2.816276509,-0.236390592,0.00600959,0.01876723
Os01g0221500,-1.209598112,-0.079190275,0.22970838,0.358048
Os04g0280500,0.975024409,0.078254757,0.332250297,0.471329111
Os03g0204100,-4.756896203,-0.445124736,7.74E-06,6.39E-05
Os06g0662900,-0.738761607,-0.039281184,0.462039327,0.599357821
Os03g0599600,-1.533632221,-0.152338795,0.128747242,0.228606352
Os03g0638400,0.271462837,0.035528541,0.786677906,0.860328479
Os03g0605300,1.843858158,0.177171776,0.068606505,0.138462798
Os01g0530100,0.929920221,0.214651691,0.354984414,0.494485653
Os10g0485600,-3.312745173,-0.164594609,0.001347013,0.00529581
Os08g0430600,3.496131844,0.293752643,0.000745343,0.003214452
Os02g0328200,2.243270084,0.112374736,0.027418417,0.066097845
Os06g0127900,4.389134103,0.670889535,3.18E-05,0.000215885
Os01g0714800,-1.630997504,-0.1605037,0.106504353,0.196516341
Os04g0463300,1.442596787,0.088708774,0.152723205,0.261613549
Os08g0202400,-0.093768494,-0.00664482,0.925508579,0.953998703
Os03g0348200,-0.333622982,-0.020281184,0.7394665,0.826692079
Os04g0247500,-0.803446213,-0.118017442,0.423905658,0.562839393
Os06g0212600,-3.501617859,-0.542186047,0.000732035,0.003164453
Os12g0560200,-0.16443306,-0.015585624,0.869771511,0.917123855
Os12g0157200,-0.54180378,-0.036174947,0.589338038,0.710113279
Os03g0784400,-0.388828369,-0.016543605,0.698352701,0.795448969
Os02g0470600,0.649781238,0.030552854,0.51754482,0.648978962
Os09g0131900,-0.69391536,-0.058207717,0.489583204,0.623481606
Os03g0598500,1.022261194,0.043277484,0.309490263,0.44725175
Os03g0158500,-0.52141443,-0.039076638,0.603402351,0.720880265
Os07g0569100,1.523043687,0.20029704,0.131372977,0.232167405
Os04g0401000,5.392688952,1.422235994,5.88E-07,7.19E-06
Os12g0617400,-5.716845101,-1.062091438,1.50E-07,2.22E-06
Os03g0309400,-1.925201627,-0.092784355,0.057469836,0.120372165
Os08g0239100,4.909072055,0.295928118,4.24E-06,3.82E-05
Os11g0227700,1.016824479,0.382317653,0.312055167,0.450270077
Os01g0934200,0.573915939,0.039892442,0.567504858,0.691985072
Os06g0499200,-0.567319172,-0.194408562,0.571957731,0.695799312
Os04g0419800,-1.024333923,-0.257262156,0.308516144,0.44626933
Os01g0392100,-0.583862433,-0.024469873,0.560822989,0.6863457
Os11g0237700,0.666961539,0.311662791,0.50656103,0.639048302
Os03g0101900,-2.414159229,-0.11508166,0.017866525,0.046293658
Os07g0205900,-0.814176417,-0.034831131,0.41776588,0.557060455
Os01g0123500,0.363599084,0.034450846,0.717039095,0.809999713
Os01g0593100,-2.22904181,-0.142312368,0.028386588,0.068044322
Os04g0573300,2.82505163,0.428631078,0.005861077,0.018394586
Os12g0609500,-17.59426047,-1.090727801,2.09E-30,1.19E-26
Os10g0209400,2.074560033,0.23047093,0.040980769,0.091604298
Os01g0290700,-2.795397407,-0.250507928,0.006376921,0.019703914
Os04g0507900,-0.664152464,-0.042557082,0.508348376,0.640609806
Os02g0498600,1.735285274,0.308103594,0.086229683,0.166381813
Os09g0350900,7.282912506,1.118431818,1.38E-10,7.05E-09
Os01g0550200,-3.872946416,-0.224654334,0.000207644,0.001081779
Os10g0380100,-3.704644255,-0.363954017,0.000371168,0.001778822
Os01g0368900,1.840303828,0.346520613,0.069131686,0.139324443
Os05g0422400,1.01233887,0.129030655,0.314182063,0.452478955
Os08g0400800,-2.549487183,-0.124362051,0.012539574,0.034485348
Os04g0676800,-1.014274703,-0.39392759,0.313262981,0.45151738
Os06g0148300,-1.530536327,-0.136056025,0.129510632,0.229602484
Os12g0152900,4.378177722,0.5887463,3.32E-05,0.000223935
Os03g0728500,-0.643457855,-0.101078753,0.521618862,0.652490494
Os02g0602600,-6.353247312,-0.370387421,9.32E-09,2.18E-07
Os04g0537700,1.318304376,0.210226744,0.190860568,0.311675922
Os06g0308000,6.591632998,0.693168605,3.21E-09,8.93E-08
Os02g0252300,-1.539052557,-0.173924947,0.127419258,0.226873312
Os03g0805600,3.991909484,0.779880021,0.000136442,0.000755079
Os01g0685500,-4.076406897,-0.244429175,0.000100793,0.0005821
Os11g0594700,0.30626775,0.026563953,0.760132211,0.840948162
Os12g0270200,2.20526063,0.298939218,0.030071761,0.071324242
Os12g0639600,5.032918734,0.527108087,2.58E-06,2.51E-05
Os02g0180900,-1.105359955,-0.077865751,0.272049795,0.406056009
Os07g0670000,-0.868387063,-0.058785941,0.387570641,0.527637812
Os03g0693400,2.670701645,0.140968816,0.009032319,0.026277017
Os12g0150700,-0.762626023,-0.044438689,0.44774839,0.586073465
Os09g0274900,3.617448322,0.649271142,0.00049834,0.002289266
Os11g0685300,1.36081274,0.05961945,0.177086195,0.293680194
Os02g0630000,3.173358152,0.345857822,0.002082997,0.007653082
Os07g0115800,0.566097731,0.057474101,0.572784064,0.696339363
Os11g0547000,-2.038923267,-0.312502114,0.044491576,0.097667964
Os11g0226000,-0.55692696,-0.038977273,0.579006641,0.701545896
Os02g0721000,-1.613032498,-0.077823467,0.110357605,0.202037335
Os01g0124100,-4.052941312,-0.579704545,0.000109677,0.000626772
Os11g0640400,1.000804681,0.059951374,0.319695553,0.458797009
Os06g0714800,2.485868764,0.369489958,0.014834374,0.039658075
Os09g0332300,0.205578883,0.01145666,0.83759994,0.895135819
Os02g0638300,5.353673611,0.553868922,6.92E-07,8.22E-06
Os06g0299100,5.938191542,0.333371036,5.77E-08,9.95E-07
Os10g0579300,1.096193439,0.152983087,0.276017967,0.410509784
Os02g0171700,-0.877523915,-0.049735201,0.382617978,0.522687097
Os03g0214400,-6.190001809,-0.462825053,1.92E-08,4.04E-07
Os02g0326100,-0.029941443,-0.006689218,0.976182304,0.98531914
Os07g0266700,1.330792783,0.109876321,0.186733061,0.306329058
Os02g0307200,-3.626083202,-0.181862579,0.000484105,0.0022311
Os04g0642100,-2.724652668,-0.272367865,0.007779563,0.02316472
Os02g0438500,0.008782744,0.000514271,0.993012574,0.995479142
Os01g0864000,-1.003801745,-0.101830338,0.318256763,0.45724119
Os03g0227400,-1.985816245,-0.194024313,0.050201038,0.107822933
Os03g0760600,-0.862513176,-0.037409619,0.390775502,0.530837492
Os01g0207400,4.083544855,0.348141649,9.82E-05,0.000569737
Os05g0396900,-3.908762475,-0.451154863,0.000183131,0.000967399
Os05g0374000,1.072955654,0.111610465,0.286256888,0.42201985
Os03g0310000,3.49076538,0.892994715,0.000758582,0.003259341
Os08g0564100,-4.390372124,-0.339443975,3.17E-05,0.000214984
Os03g0398400,2.046452928,0.097752643,0.043728992,0.096329449
Os03g0773700,-4.090088055,-0.354038055,9.59E-05,0.000558609
Os02g0738500,-5.507224946,-0.314766385,3.64E-07,4.79E-06
Os03g0201200,0.858547125,0.082855973,0.392948659,0.533142455
Os07g0587500,0.558881406,0.082966173,0.5776778,0.700384635
Os06g0557400,0.027810236,0.007713531,0.977877169,0.986428002
Os05g0160300,-4.08453061,-0.366960888,9.79E-05,0.000568178
Os08g0176800,-5.480705966,-0.187806554,4.07E-07,5.25E-06
Os01g0597400,-1.5202309,-0.073969873,0.132077543,0.233056958
Os09g0572900,0.003750188,0.000689218,0.997016372,0.998243189
Os07g0692300,6.230840228,0.551518499,1.60E-08,3.47E-07
Os05g0198100,-2.817146948,-0.151292812,0.005994706,0.018724872
Os03g0424800,0.881170473,0.053028013,0.380652414,0.520814213
Os01g0862500,-0.396512984,-0.040546512,0.692697121,0.791199539
Os09g0103600,-2.82451731,-0.140508457,0.005870023,0.018418585
Os06g0499900,3.275417207,0.159384249,0.001515617,0.005863583
Os06g0579000,0.085785366,0.004744715,0.931834072,0.957873145
Os01g0911900,-2.799738782,-0.168483087,0.006298891,0.01950744
Os05g0477200,-3.095273833,-0.294247886,0.002644876,0.009346371
Os08g0434700,-3.401864499,-0.255424947,0.001012933,0.004170242
Os03g0647800,5.757429272,0.334110201,1.26E-07,1.92E-06
Os06g0200600,-0.562785846,-0.035316068,0.575027525,0.698275847
Os04g0455800,4.019680164,0.194132135,0.000123567,0.000695637
Os08g0384500,0.429770543,0.078367865,0.668424693,0.773348337
Os01g0601200,6.08966159,0.540461945,2.98E-08,5.80E-07
Os12g0606100,1.116848552,0.043474101,0.267132734,0.400501846
Os05g0263300,-0.302934769,-0.029280655,0.762662425,0.84290514
Os06g0156700,-0.888503893,-0.037096723,0.376718707,0.516433659
Os09g0515100,-3.583092513,-0.128174947,0.000559007,0.002526882
Os08g0276200,-5.189904297,-0.337766913,1.36E-06,1.45E-05
Os03g0812300,-0.903001121,-0.047518499,0.369017665,0.508679418
Os01g0959100,0.692564956,0.083009514,0.490426327,0.624231536
Os08g0412100,-2.306928867,-0.184940275,0.023433017,0.058037035
Os01g0916700,-3.930847773,-0.259735729,0.000169422,0.000903563
Os06g0136500,3.223320425,0.149683404,0.001784183,0.006730913
Os09g0394600,-2.795947918,-0.141151163,0.006366977,0.019677477
Os05g0401300,4.890582448,0.371168605,4.56E-06,4.07E-05
Os11g0108800,5.030828883,0.526447146,2.60E-06,2.53E-05
Os09g0365000,0.156397899,0.018392178,0.876081591,0.921332866
Os07g0173700,3.200527106,0.267422304,0.001915157,0.007136735
Os10g0568200,4.45633441,0.595684461,2.47E-05,0.000173631
Os03g0772100,0.237262283,0.009606765,0.813010897,0.878612141
Os02g0541900,-1.225458543,-0.059825581,0.223708266,0.35133805
Os05g0586500,3.909402566,0.169964588,0.000182719,0.000965763
Os01g0920100,-1.111395647,-0.085235729,0.269458745,0.40300502
Os06g0234600,4.896320662,0.353381607,4.46E-06,3.99E-05
Os02g0123300,-2.385368582,-0.229859937,0.019231758,0.049232884
Os03g0568500,-0.130459976,-0.014041226,0.896503573,0.934940224
Os07g0563100,0.566830606,0.076740486,0.572288188,0.69599235
Os10g0207700,-1.379045691,-0.050781712,0.171414245,0.28641751
Os01g0670200,-1.658734467,-0.187725687,0.100768948,0.188002164
Os06g0514700,-0.65405058,-0.299951903,0.514803662,0.646685334
Os11g0235400,1.501249991,0.103797569,0.136910141,0.240153715
Os06g0172800,2.238826111,0.224701374,0.027717651,0.066700153
Os11g0708500,1.218999727,0.106623679,0.226137777,0.354192601
Os04g0581400,-2.328849344,-0.216673362,0.022184155,0.055395211
Os09g0364000,-3.433257311,-0.196942918,0.000915109,0.00382807
Os12g0126000,-2.560677349,-0.228237844,0.012170724,0.033624203
Os02g0581100,6.820802823,1.149066068,1.14E-09,3.87E-08
Os06g0722100,-0.26686444,-0.23262685,0.790204801,0.862489458
Os03g0114200,-0.824280484,-0.06392019,0.412033379,0.551568919
Os06g0714400,2.493341068,0.115405391,0.014546588,0.038987936
Os02g0491400,-3.937920466,-0.384985729,0.000165243,0.000883918
Os10g0423600,4.036052416,0.408888478,0.000116532,0.000661147
Os08g0316400,1.418629318,0.278681818,0.159578061,0.27096647
Os03g0103900,-0.240931644,-0.012040698,0.810174738,0.876360638
Os04g0527700,0.404091224,0.029182347,0.687136841,0.786844925
Os02g0736100,-2.484008318,-0.194645085,0.014906816,0.039814211
Os09g0309200,-2.218369545,-0.107491543,0.029132328,0.069491261
Os05g0437500,-5.264811228,-0.234763742,1.00E-06,1.12E-05
Os05g0150000,0.280095298,0.015803911,0.780069015,0.855869252
Os08g0107900,-1.060690108,-0.105412791,0.291765259,0.428538815
Os01g0600100,-0.469908089,-0.170573467,0.63959593,0.750433118
Os05g0115600,-3.331869377,-0.438494715,0.001267611,0.005031064
Os07g0575800,1.11371957,0.076505285,0.268465721,0.401906988
Os08g0265500,0.663094847,0.042645877,0.509022182,0.641211954
Os06g0644100,-4.119518627,-0.226762156,8.62E-05,0.000510418
Os02g0441000,1.946891358,0.105704545,0.054772567,0.115791558
Os01g0783600,-2.492574599,-0.130354651,0.014575876,0.03905905
Os01g0667600,2.000159696,0.338489429,0.048600525,0.104990335
Os06g0714000,-2.302715467,-0.084635307,0.023680055,0.058564154
Os01g0779800,-5.449498206,-0.604748943,4.64E-07,5.90E-06
Os08g0542900,-2.582193835,-0.084843552,0.011488865,0.032054297
Os03g0172100,1.445172143,0.560590909,0.152000406,0.260671454
Os06g0177400,3.558160285,0.465436575,0.000607346,0.002709272
Os03g0271300,-0.702376933,-0.028768499,0.48431835,0.619084056
Os12g0484700,1.194128785,0.106915962,0.235671895,0.364993517
Os07g0194000,0.197188501,0.035184284,0.844139787,0.899616452
Os02g0539500,-1.391981438,-0.132703488,0.167474811,0.281293413
Os09g0527500,1.442079493,0.193163848,0.152868709,0.261799548
Os03g0114700,0.023065491,0.002649049,0.98165083,0.988236285
Os05g0387700,0.932378275,0.099904863,0.353720294,0.493250159
Os08g0501700,0.830389021,0.111654334,0.408590858,0.548410105
Os06g0582300,-0.888169364,-0.527421776,0.376897594,0.516603981
Os11g0143600,-0.325551153,-0.013299683,0.745545319,0.831143516
Os07g0132000,1.08333797,0.32873203,0.281650453,0.4169844
Os12g0154900,-1.540638921,-0.050658562,0.127032655,0.226288871
Os02g0735500,1.30961088,0.085892178,0.193773909,0.315540532
Os05g0335500,4.088608664,0.289319239,9.65E-05,0.000561365
Os02g0156800,-1.426226527,-0.084143763,0.157380037,0.26797218
Os12g0589400,-1.1103906,-0.041542812,0.269889,0.403467838
Os05g0141700,3.546639052,0.423565539,0.000630997,0.002794555
Os06g0590100,0.53646358,0.030466173,0.593006752,0.713328421
Os08g0231100,-0.811131768,-0.062549154,0.419502577,0.558640816
Os10g0422000,-2.321494742,-0.153557611,0.02259644,0.056279576
Os03g0117600,1.794162781,0.09839482,0.076259487,0.151038517
Os06g0206900,-1.524062886,-0.080486258,0.131118414,0.231829715
Os07g0155200,2.170255969,0.176077696,0.032711217,0.076415084
osa-miR446,0.047553323,0.002237844,0.962181179,0.976783685
Os08g0543500,-1.10989268,-0.105396934,0.270102334,0.403688459
Os05g0435100,1.811693781,0.115422304,0.073482571,0.14646937
Os06g0104900,-0.484842568,-0.061727273,0.629006041,0.742094166
Os02g0459600,-0.86002389,-0.082541226,0.392138612,0.532250141
Os11g0527100,0.099899172,0.008502643,0.920654118,0.950895561
Os08g0558000,-0.308552656,-0.015331395,0.758399142,0.839665709
Os04g0612300,-0.750583153,-0.114523256,0.454927969,0.592735532
Os05g0150300,-3.815993375,-0.216127378,0.00025319,0.001281631
Os03g0828600,0.712194415,0.028684989,0.478249172,0.613427235
Os02g0593200,-0.492664392,-0.022762156,0.623490304,0.737222686
Os07g0503900,-2.546929811,-0.459080338,0.012625271,0.034680671
Os02g0107800,0.828310879,0.110758457,0.409760054,0.549537292
Os11g0286700,-0.975222181,-0.035912262,0.332152766,0.471261469
Os04g0560500,-1.325627517,-0.082124736,0.188432011,0.308488741
Os07g0272700,-0.750510146,-0.039733615,0.454971694,0.592738042
Os02g0231500,0.539855411,0.038613636,0.590675332,0.711217736
Os03g0389100,-5.762763412,-1.819408562,1.23E-07,1.88E-06
Os02g0127800,0.512695143,0.022710359,0.609463323,0.725554012
Os03g0634100,-1.134102806,-0.037071882,0.259865388,0.392559369
Os01g0913100,3.165717488,0.242863636,0.002132614,0.007804541
Os04g0380800,0.44173683,0.0164926,0.659775224,0.766876148
Os11g0117700,4.362389308,0.344839852,3.52E-05,0.000235316
Os04g0115200,-0.716509921,-0.224660148,0.47559476,0.611128061
