gene_name,t_stat,fold_change,p_value,p_adjusted
Os11g0216400,-3.860229735,-0.278022199,0.000217079,0.001124528
Os05g0402600,0.688274734,0.043424419,0.493110181,0.626763062
Os09g0278300,-1.922830302,-0.10264852,0.057771428,0.120843222
Os02g0247000,-2.21884178,-0.084523256,0.029098971,0.069423369
Os04g0495000,0.571342259,0.013858879,0.569240104,0.693504632
Os05g0214300,-5.867481609,-1.238934461,7.83E-08,1.29E-06
Os01g0819100,1.293281372,0.136844609,0.199335784,0.322305542
Os12g0238100,2.426427671,0.131896934,0.017311494,0.045061362
Os02g0583000,0.020697172,0.000937104,0.9835346,0.98922588
Os12g0567000,2.785812671,0.194599366,0.006552336,0.020131875
Os03g0434400,-2.833921849,-0.226141121,0.005714382,0.018007923
Os04g0457200,-3.368640433,-0.266388478,0.00112714,0.004554486
Os03g0100900,1.456906168,0.079924419,0.148740629,0.256106224
Os09g0471000,2.06832772,0.114610465,0.041576954,0.092634847
Os12g0165500,-0.553047618,-0.02795296,0.58164855,0.703574707
Os11g0126500,-0.634805463,-0.050319767,0.527220518,0.657247081
Os08g0480000,-3.090664393,-0.171362051,0.002682098,0.009451996
Os02g0126600,-0.545416098,-0.073602008,0.586862432,0.707914484
Os10g0500600,-5.360815606,-0.267890856,6.72E-07,8.03E-06
Os02g0595100,2.34121503,0.179725951,0.021505943,0.054018213
Os06g0604300,-4.745365266,-1.359900106,8.10E-06,6.62E-05
Os01g0754500,-2.644848746,-0.157386364,0.009695318,0.02794498
Os01g0510500,-1.111912393,-0.33495666,0.269237716,0.402791438
Os04g0429300,0.458235625,0.019733087,0.647925239,0.757349496
Os05g0155400,4.504595691,0.624102537,2.06E-05,0.000147617
Os04g0450800,-2.311905419,-0.121017089,0.023144168,0.057439174
Os06g0137500,-3.416988982,-0.157864693,0.000964634,0.003992842
Os06g0147100,-0.05013477,-0.041549683,0.960129866,0.975679085
Os06g0217700,1.199329613,0.254504228,0.233654632,0.362857126
Os02g0754200,8.404325183,0.826248414,7.41E-13,1.08E-10
Os07g0200700,-3.233547094,-0.217334038,0.001728184,0.00655365
Os01g0266000,1.763760262,0.123476744,0.081281456,0.158876957
Os03g0127500,4.461130919,0.77378277,2.43E-05,0.000170966
Os04g0658300,5.719728603,0.341377907,1.48E-07,2.20E-06
Os01g0686200,5.430073721,0.758516385,5.03E-07,6.31E-06
Os08g0367300,2.022342959,0.76022093,0.046211114,0.100709975
Os05g0551300,1.811801213,0.071755814,0.073465816,0.146446266
Os03g0200500,2.990283422,0.173126982,0.003623763,0.012233922
Os01g0235900,6.941307406,1.499204017,6.61E-10,2.50E-08
Os08g0483800,0.651392336,0.227699789,0.516509502,0.648102194
Os05g0173500,-0.678185475,-0.144678118,0.499453189,0.632446061
Os08g0151300,5.596538811,1.356496829,2.50E-07,3.47E-06
Os02g0445100,2.410008523,0.443180761,0.018057864,0.046708358
Os03g0215600,-1.136077913,-0.052587209,0.259042456,0.39157133
Os07g0639800,1.395114783,0.076791579,0.166531075,0.280211834
Os01g0215000,-2.046066682,-0.426274841,0.043767835,0.096388209
Os04g0650500,0.434857499,0.033174947,0.664742181,0.770691156
Os08g0197800,-0.936745167,-0.051764271,0.351481653,0.490949157
Os02g0167000,-4.372389253,-0.307356765,3.39E-05,0.000227996
Os05g0496100,1.088749364,0.045800211,0.279269911,0.414238441
Os07g0663600,1.765872361,0.248392706,0.08092396,0.158320022
Os04g0352400,-2.270774226,-0.564340381,0.025628749,0.062532914
Os01g0258700,-2.844541338,-0.143244292,0.005543191,0.017560146
Os01g0167800,1.496987579,0.192715645,0.138014218,0.241647057
Os04g0244900,1.562242878,0.107313953,0.121859636,0.218878368
Os10g0481300,-0.188702338,-0.008974101,0.850765424,0.904163412
Os01g0650200,0.00082124,6.71E-05,0.999346625,0.999628587
Os06g0609600,3.055638916,0.29975229,0.002981248,0.010327854
Os02g0439700,2.407658973,0.164349366,0.018166981,0.046956341
Os11g0183300,0.438360284,0.017085624,0.662211241,0.76851079
Os05g0456700,0.681436254,0.025680761,0.497404659,0.630638844
Os07g0252300,-0.191686003,-0.023320825,0.848434657,0.902362611
Os02g0582100,3.945583357,0.344821353,0.000160827,0.000865046
Os01g0724700,-2.845467119,-0.192077696,0.005528492,0.017525327
Os07g0425000,0.466218424,0.055140592,0.642223898,0.752675793
Os08g0252100,5.155998445,0.824520085,1.56E-06,1.63E-05
Os01g0631500,-2.426510949,-0.273080867,0.01730778,0.045058146
Os08g0501900,1.765994756,0.07964852,0.080903284,0.158301409
Os12g0523300,-0.601828595,-0.051113108,0.548852746,0.675487783
Os12g0267800,1.907583138,0.209813425,0.059742741,0.124124504
Os05g0204600,-0.167835829,-0.014978858,0.867101804,0.915495369
Os07g0484900,8.161125413,1.680927061,2.32E-12,2.69E-10
Os09g0241100,1.022997812,0.125710095,0.309143839,0.446864969
Os10g0167600,-4.22569703,-0.427750529,5.85E-05,0.000365297
Os06g0659200,-0.412890079,-0.029386364,0.680702528,0.782383089
Os05g0583200,-3.719216721,-0.382938161,0.000353185,0.001704736
Os03g0144300,-4.559782111,-0.519235729,1.66E-05,0.000122674
Os07g0264800,-0.019740338,-0.000833245,0.984295696,0.989844858
Os02g0818800,-3.898392565,-0.260170719,0.000189928,0.000999953
Os07g0211400,-0.56295926,-0.026940803,0.57490995,0.698192858
Os01g0283500,-4.10505921,-0.232669397,9.09E-05,0.000533761
Os02g0653900,0.099129553,0.021464059,0.921263365,0.951282323
Os03g0409600,-0.231451901,-0.082849366,0.81750701,0.881803218
Os06g0273800,0.812529378,0.261571485,0.418704831,0.557997671
Os02g0131700,0.712628256,0.034010571,0.47798195,0.613195407
Os04g0578800,-1.180528833,-0.12659778,0.241006127,0.371227708
Os12g0628400,-7.202733626,-0.734802061,2.00E-10,9.46E-09
Os01g0699600,1.831480017,0.648541226,0.070450013,0.141518752
Os08g0142900,-1.648445339,-0.076227801,0.102866606,0.191138118
Os01g0843800,-0.356229341,-0.033832981,0.722530876,0.814289943
Os06g0269300,-5.216439192,-0.607381607,1.22E-06,1.33E-05
Os02g0820600,-1.045538418,-0.045577167,0.298669233,0.436214881
Os08g0238200,3.779334954,0.663630285,0.00028739,0.001431579
Os04g0454600,-2.629823891,-0.47589852,0.010100611,0.028898773
Os12g0224500,-2.926709975,-0.320728066,0.004369573,0.01434705
Os02g0453800,-2.070553112,-0.204506871,0.04136322,0.092257286
Os01g0136700,-0.811206503,-0.037801268,0.419459896,0.558611458
Os10g0392700,-0.863614435,-0.02883351,0.390173398,0.530224004
Os06g0182500,-1.521771332,-0.087198203,0.131691317,0.232581676
Os10g0335000,1.727576165,0.105108879,0.087611117,0.168405727
Os09g0470000,0.274507586,0.023049683,0.784345077,0.858671211
Os10g0154700,-0.259906976,-0.059041755,0.79554936,0.866056536
Os08g0126300,-1.380206983,-0.075920058,0.171057728,0.285956578
Os07g0531700,1.894746331,0.174846723,0.061446146,0.126901303
Os05g0375400,0.968257974,0.258877027,0.33559847,0.474891174
Os05g0566200,-3.644961587,-0.314636892,0.000454315,0.002116132
Os03g0425000,6.884083706,0.48342988,8.57E-10,3.05E-08
Os02g0744000,6.678387625,1.048047304,2.18E-09,6.49E-08
Os03g0559900,-0.453056151,-0.04335333,0.651635732,0.760594783
Os02g0555300,-3.228211557,-0.484412262,0.001757192,0.006644997
Os05g0371600,2.599840909,0.393998414,0.010955583,0.030875764
Os01g0165300,0.980716464,0.100409091,0.329450809,0.468670504
Os04g0461600,-1.588576022,-0.500974101,0.115782367,0.210164447
Os01g0268800,-1.803095995,-0.07241834,0.07483377,0.148744508
Os11g0227600,-1.533342948,-0.058338795,0.12881842,0.228690096
Os08g0218700,1.196475164,0.046913319,0.23476025,0.36403883
Os03g0748400,2.819763602,0.134002643,0.005950165,0.018610342
Os03g0119900,3.215158273,0.525395877,0.001830091,0.00687543
Os02g0442000,0.059631924,0.0072426,0.952585498,0.970690544
Os04g0282200,-1.586172998,-0.089661734,0.116326701,0.210896056
Os12g0592200,2.263224281,0.162633192,0.026109485,0.063481974
Os08g0298700,2.613042113,0.370569239,0.010571393,0.030016299
Os11g0639100,-0.522926759,-0.022151691,0.60235391,0.72008268
Os08g0493900,-4.918811443,-0.302405391,4.08E-06,3.70E-05
Os10g0447100,0.568300351,0.029672304,0.571294358,0.695230867
Os10g0467000,-3.127864627,-0.466305497,0.002395094,0.008585651
Os03g0126800,0.693441684,0.170541226,0.489878853,0.623802093
Os03g0185600,-2.273776062,-0.098192918,0.025439785,0.062146699
Os07g0680900,-1.635265814,-0.155951903,0.105604992,0.195125002
Os11g0265400,-0.780390269,-0.029910677,0.437278412,0.576064393
Os06g0112400,0.984536093,0.034957452,0.327580966,0.466876952
Os04g0464600,-3.083954357,-0.183258985,0.002737154,0.009620914
Os06g0703000,1.663861955,0.087094609,0.099736619,0.186604786
Os06g0296700,-1.765479149,-0.071520085,0.080990417,0.15843911
Os02g0617300,3.197793026,0.207966173,0.001931457,0.007184261
Os12g0123800,3.299596187,0.171718816,0.001404288,0.005491378
Os03g0725200,0.258821574,0.136259514,0.796384028,0.866566039
Os01g0679000,-3.369015461,-0.262184725,0.001125786,0.004550959
Os03g0645200,1.774055464,0.106414376,0.079551125,0.156205896
Os10g0432300,2.864328107,0.160026427,0.005236719,0.016731309
Os09g0467400,-2.398653905,-0.388259778,0.018590651,0.04787013
Os10g0162100,-3.35034231,-0.498963002,0.001195104,0.004790889
Os05g0468600,5.575765158,0.520091438,2.73E-07,3.73E-06
Os08g0307700,-1.569470204,-0.070153277,0.120166953,0.21650204
Os09g0539100,1.711445954,0.12064482,0.090560349,0.172821465
Os02g0573400,-4.889479238,-0.260257928,4.58E-06,4.08E-05
Os01g0741900,-1.362615248,-0.214918605,0.176519209,0.292928313
Os09g0446400,1.039289782,0.037131607,0.30154853,0.439041037
Os02g0550000,-6.687762528,-0.293169662,2.09E-09,6.27E-08
Os02g0825100,-5.234517601,-0.225727273,1.13E-06,1.25E-05
Os08g0527600,0.814270664,0.060273784,0.417712189,0.55701505
Os08g0386800,-4.487888337,-0.292119626,2.19E-05,0.000156295
Os11g0592600,4.432278541,0.595502643,2.71E-05,0.000187866
Os01g0949400,-0.419100346,-0.033460095,0.676175318,0.778694347
Os02g0803200,-0.064588231,-0.006640592,0.948649969,0.968315354
Os03g0790900,-0.896842353,-0.334083377,0.372277005,0.511953085
Os08g0244400,-0.232240431,-0.028186047,0.816896478,0.881439544
Os02g0560200,-0.504108093,-0.149395613,0.615459141,0.730575991
Os12g0541300,1.102275655,0.392538584,0.273380526,0.407484679
Os09g0253000,3.630041268,0.183997622,0.00047771,0.002205209
Os02g0317000,3.362481183,0.180279598,0.0011496,0.004632704
Os07g0625500,2.292338435,0.23019926,0.024298302,0.05977003
Os05g0521500,-1.465640824,-0.082520085,0.146349547,0.253002916
Os04g0690400,-2.333215093,-0.114171512,0.021942579,0.054908718
Os11g0303200,-1.978979016,-0.247757664,0.050979653,0.109263577
Os01g0516400,0.202796388,0.018787526,0.839767503,0.896641415
Os01g0263300,1.750604816,0.317742865,0.083537617,0.162420924
Os01g0871300,4.439343394,0.315515856,2.63E-05,0.000183675
Os01g0649100,2.735172609,0.171991544,0.00755457,0.022628268
Os03g0151300,-2.135192674,-0.136834038,0.035555179,0.081765667
Os02g0822700,1.238141244,0.045335624,0.218992983,0.345982563
Os03g0754400,2.622389509,0.451352537,0.010306775,0.029393741
Os10g0496000,-2.30560071,-0.205971987,0.023510642,0.058206078
Os01g0312800,-3.1837849,-0.453625264,0.002017024,0.007453658
Os07g0637800,0.049281848,0.008826638,0.960807601,0.976088014
Os06g0592400,4.552423928,0.539924947,1.71E-05,0.000125829
Os03g0431600,-0.841854596,-0.175062896,0.402176556,0.542179918
Os10g0358600,-5.338785951,-0.41856871,7.36E-07,8.66E-06
Os07g0584700,-0.505197919,-0.186709831,0.614696721,0.73012934
Os07g0551700,-0.616071777,-0.18954704,0.539455023,0.667249165
Os05g0356800,5.234444362,0.350325053,1.13E-06,1.25E-05
Os11g0199700,-1.992462716,-0.090333774,0.049453888,0.10646005
Os03g0383700,-4.106484082,-0.173037526,9.04E-05,0.000531344
Os05g0113400,-3.001987269,-0.191095666,0.003500016,0.01187694
Os04g0543500,1.364988079,0.168468288,0.175774924,0.292034936
Os10g0500500,-2.037508323,-0.115539641,0.044636145,0.097917113
Os11g0602200,-5.380517803,-0.326667018,6.19E-07,7.51E-06
Os03g0343900,7.357579749,1.265338266,9.79E-11,5.36E-09
Os01g0910400,2.598806899,0.111072939,0.010986202,0.030939395
Os10g0564300,1.078321255,0.057146934,0.283869848,0.419350832
Os11g0570000,0.91921571,0.324188161,0.360523262,0.499781779
Os12g0636400,-8.8395009,-0.858921247,9.54E-14,2.21E-11
Os01g0540800,-2.951457516,-0.305036998,0.004063846,0.013477408
Os05g0126100,-4.404862514,-0.385653629,3.00E-05,0.000205238
Os02g0659900,-1.862706912,-0.162208245,0.0658769,0.134118199
Os01g0864200,1.070017106,0.115108351,0.287570015,0.423581448
Os02g0312600,1.687683857,0.177211416,0.095052515,0.179689358
Os02g0219000,-0.953200651,-0.028476216,0.343128171,0.482752179
Os10g0406600,-3.564147459,-0.162391649,0.00059539,0.002665758
Os06g0339500,-2.870528724,-0.13033351,0.005143933,0.016484997
Os07g0108300,-3.863861928,-0.269127554,0.000214343,0.001112795
Os11g0592000,-3.159841109,-0.816269556,0.002171522,0.007921179
Os10g0351200,-3.906877068,-0.564455603,0.000184349,0.000972567
Os04g0165400,-0.782902385,-0.027001586,0.435809465,0.574422718
Os04g0113000,-2.409734339,-0.10470525,0.018070568,0.046732338
Os07g0204400,5.717312481,1.822059197,1.49E-07,2.22E-06
Os05g0133100,-1.474604106,-0.091591702,0.143927092,0.24965202
Os02g0106600,5.484929538,0.726357822,4.00E-07,5.19E-06
Os03g0270900,1.405600699,0.400130021,0.163402383,0.276006097
Os11g0232500,2.325502742,0.146408034,0.022370927,0.055793548
Os02g0600200,5.099006175,0.510261364,1.97E-06,1.99E-05
Os07g0684300,1.289064425,0.234667548,0.200791184,0.324196719
Os05g0439100,4.941063662,0.74563055,3.73E-06,3.44E-05
Os01g0531500,-4.524145597,-0.235691332,1.91E-05,0.000138079
Os02g0316200,-3.007619563,-0.167182611,0.00344187,0.011696418
Os07g0205500,-0.521494,-0.043998414,0.603347168,0.720844702
Os10g0442100,0.064038003,0.004520613,0.949086814,0.968552109
Os04g0504500,-5.335582905,-0.81739852,7.46E-07,8.74E-06
Os04g0511400,-3.866362971,-0.347706131,0.000212479,0.001104732
Os04g0527500,-3.2877701,-0.196656448,0.001457745,0.005669077
Os03g0172400,0.272827719,0.010681818,0.785631917,0.859582302
Os09g0512000,2.336003754,0.131358351,0.021789491,0.054566237
Os06g0123000,1.457925019,0.230509514,0.148460169,0.255701932
Os09g0493700,-1.749862521,-0.215431554,0.083666443,0.162597483
Os02g0235500,2.724172257,0.201120507,0.007789982,0.023183574
Os02g0736200,-5.72758856,-0.759643763,1.43E-07,2.14E-06
Os08g0202300,0.294784419,0.064257224,0.768860547,0.847674357
Os02g0172300,0.793310902,0.03935148,0.429754064,0.568624342
Os08g0160700,0.077458576,0.018066596,0.938436533,0.961766891
Os06g0533800,-0.529468938,-0.034261628,0.597828107,0.71686914
Os04g0632200,0.09575899,0.007784884,0.923932125,0.95303182
Os07g0452500,-1.753153353,-0.118674948,0.083096557,0.161711579
Os05g0294600,0.953357713,0.057759249,0.343049066,0.482664829
Os11g0241200,1.523381049,0.154062896,0.131288672,0.232087342
Os04g0463500,0.452791032,0.057748943,0.651825896,0.760722824
Os02g0663900,0.274208814,0.009184725,0.784573904,0.858789022
Os06g0166000,2.337698893,0.413959831,0.021696897,0.054394713
Os11g0639400,-0.683374473,-0.057341966,0.496185428,0.629458832
Os05g0120000,2.658867922,0.293589852,0.009330511,0.027014286
Os02g0698000,8.565294037,1.893832188,3.47E-13,5.93E-11
Os08g0220900,1.217691895,0.071688161,0.226632047,0.354653394
Os09g0572500,2.877130278,0.158712474,0.00504681,0.01620854
Os07g0541200,-6.754686843,-1.260690803,1.54E-09,4.91E-08
Os02g0236100,-4.385974247,-0.182458245,3.22E-05,0.000218152
Os06g0115800,-0.083403149,-0.005936311,0.933722508,0.959033334
Os07g0692600,-6.673330803,-0.889389006,2.23E-09,6.60E-08
Os10g0567000,-1.840817668,-0.1274963,0.069055555,0.139220476
Os06g0107000,-1.78441335,-0.309384778,0.077841115,0.153490524
Os06g0492200,-1.85310943,-0.166300211,0.067255176,0.136337024
Os05g0540100,-2.390570057,-0.190622797,0.018978446,0.048676677
Os03g0191900,-0.454804465,-0.100033298,0.65038228,0.759538097
Os10g0557700,1.85495363,0.113868393,0.066988476,0.13589351
Os08g0327100,-4.200128745,-0.447676533,6.43E-05,0.000396452
Os01g0216500,-3.346585329,-0.50465592,0.001209527,0.004838449
Os03g0756800,-0.04065573,-0.002169662,0.96766347,0.980314021
Os11g0638000,3.655251998,0.27176797,0.000438818,0.002050708
Os10g0391300,-1.022301515,-0.09705074,0.309471294,0.447247126
Os01g0715000,5.225655534,0.274986522,1.17E-06,1.28E-05
Os04g0635700,6.400242503,1.323242336,7.56E-09,1.85E-07
Os08g0557400,-1.093648358,-0.070377907,0.277126817,0.411748692
Os04g0658800,-2.981507359,-0.288309725,0.003719197,0.012506978
Os03g0691800,0.442927536,0.034662791,0.658917059,0.766318351
Os02g0178600,2.872823852,0.239965645,0.005109973,0.016387275
Os04g0530700,0.813505029,0.054539641,0.418148476,0.55741338
Os03g0586800,0.226178977,0.014684461,0.82159253,0.884695977
Os10g0444100,0.357365128,0.040354651,0.721683553,0.813650457
Os06g0229800,1.314447404,0.159953488,0.192149033,0.313310962
Os08g0456600,-0.185800433,-0.028072939,0.853033596,0.905317508
Os04g0428500,0.824872104,0.058040698,0.411699203,0.551277692
Os06g0170800,0.931211025,0.044384778,0.354320222,0.493843931
Os08g0421700,-0.512249425,-0.040976216,0.60977389,0.725832336
Os02g0776700,0.192306524,0.009134778,0.847950089,0.902140436
Os03g0838200,1.46822363,0.093804968,0.145648274,0.252018675
Os03g0601100,0.220522184,0.054530655,0.825980955,0.88783718
Os01g0681200,1.739595108,0.150459831,0.085465215,0.165273502
Os01g0112000,-1.079894862,-0.102909619,0.283172391,0.418582223
Os06g0558900,-0.419907466,-0.324439218,0.675587807,0.778232767
Os03g0755600,-2.692915923,-0.265681818,0.008495823,0.024993107
Os03g0659900,0.510870724,0.01488055,0.610734993,0.726762855
Os08g0508600,1.062058822,0.051837209,0.29114701,0.427806005
Os07g0216600,-0.122290453,-0.006089852,0.902950913,0.939487648
Os12g0570400,-3.010554248,-0.466734672,0.003411928,0.011610293
Os04g0164200,-0.595072666,-0.12927537,0.553338912,0.679267582
Os10g0481100,-3.558786197,-0.232868393,0.000606086,0.002704925
Os11g0640000,-0.092487462,-0.026272199,0.926523304,0.954628326
Os11g0140600,-0.617206523,-0.035545455,0.538709853,0.666618187
Os03g0253100,-2.59933747,-0.181904334,0.010970481,0.030910468
Os12g0577700,-4.172869982,-0.331596723,7.10E-05,0.000432655
Os03g0820100,0.387761866,0.015664905,0.699138963,0.795960953
Os04g0218100,-1.086267268,-0.05009963,0.280360084,0.415507796
Os11g0109600,-0.325774428,-0.024570296,0.745376953,0.83105516
Os04g0407800,-5.326904384,-0.35755673,7.73E-07,9.01E-06
Os03g0803800,-0.57769333,-0.058744186,0.564962714,0.689869386
Os03g0687900,2.697606129,0.241127907,0.008386324,0.024704293
Os08g0107100,1.887142007,0.156524313,0.062474379,0.128575455
Os08g0536200,-1.103924773,-0.080058668,0.272668447,0.406808126
Os08g0404500,1.049048423,0.092889271,0.297060081,0.434491156
Os11g0138700,-0.783373903,-0.069761099,0.43553407,0.574166463
Os09g0535200,-0.518276778,-0.179976216,0.605580228,0.722290034
Os03g0758600,-4.169216653,-0.227170719,7.20E-05,0.000437624
Os08g0163900,0.086959088,0.004001586,0.930903781,0.957303397
Os03g0136600,5.119972406,0.322502643,1.81E-06,1.85E-05
Os08g0180500,-5.719473497,-0.284885835,1.48E-07,2.21E-06
Os11g0180800,0.546690871,0.025383721,0.585989971,0.707137283
Os03g0106100,-0.826094794,-0.083042283,0.411009086,0.550665581
Os03g0366200,1.412555886,0.049922833,0.161352154,0.273308038
Os03g0102200,-6.571729726,-0.311779598,3.51E-09,9.67E-08
Os05g0508700,-3.296676348,-0.202077343,0.001417313,0.005530798
Os02g0780500,-2.733341332,-0.272752643,0.007593304,0.022707908
Os01g0144600,-1.128562721,-0.077090381,0.262183494,0.394778523
Os12g0116000,-4.054900138,-0.178217759,0.000108908,0.000622751
Os06g0717600,-1.581029657,-0.102104915,0.117498648,0.212653733
Os03g0685500,-0.714357381,-0.051827872,0.476917731,0.612237106
Os12g0638900,-2.666011272,-0.188924154,0.009149458,0.026566026
Os07g0137900,-3.980864287,-0.274550476,0.000141912,0.000781538
Os03g0401200,-4.514314084,-0.238131607,1.98E-05,0.000142783
Os06g0731000,5.194560994,0.857414376,1.33E-06,1.43E-05
Os09g0483400,-2.401780302,-0.765341438,0.018442574,0.047555986
Os11g0575500,3.717489523,0.745586681,0.000355272,0.001712771
Os01g0666700,1.914726739,0.195676004,0.058812184,0.122523223
Os02g0167500,-6.048084864,-0.283336681,3.58E-08,6.72E-07
Os11g0462800,-1.865084911,-0.117495772,0.065539084,0.133523007
Os12g0171500,0.424832881,0.038678647,0.67200691,0.775910274
Os04g0572400,2.878506268,0.93587685,0.005026779,0.016156962
Os06g0318900,1.419803424,0.213880021,0.159236834,0.270528941
Os02g0317400,4.623531916,0.222589501,1.30E-05,9.90E-05
Os07g0191500,3.395337677,0.234557611,0.001034471,0.004244743
Os02g0257200,-5.923266258,-0.464553911,6.15E-08,1.05E-06
Os07g0136300,0.088971619,0.019016385,0.929308873,0.956422134
Os03g0852600,0.905622846,0.053614693,0.367635693,0.507292182
Os04g0442000,-7.95448959,-0.492392178,6.11E-12,5.77E-10
Os07g0653100,0.50750798,0.073424419,0.61308205,0.728974683
Os07g0114000,-0.372309599,-0.114157505,0.710567356,0.804676037
Os12g0607000,-4.175687136,-0.358871564,7.03E-05,0.00042859
Os07g0124500,-2.382076466,-0.15484223,0.019393633,0.049566751
Os07g0568500,6.35835334,0.337791579,9.11E-09,2.14E-07
Os03g0311000,0.174101923,0.018438161,0.862189675,0.912236946
Os02g0175100,-3.875529639,-0.23981131,0.000205776,0.001073487
Os04g0269600,-6.574996629,-0.928190169,3.46E-09,9.55E-08
Os04g0557000,0.503824326,0.034352008,0.615657728,0.730746117
Os01g0685400,-3.95263142,-0.32830074,0.000156866,0.000847755
Os06g0699900,-4.321597716,-0.156469345,4.10E-05,0.000268952
Os03g0587100,-0.801708151,-0.047128541,0.424905199,0.563849776
Os01g0958800,-3.401006435,-0.160188425,0.00101574,0.004180339
Os05g0417200,1.470562677,0.117791755,0.145015446,0.251109841
Os05g0367800,5.101114798,0.531136364,1.95E-06,1.98E-05
Os06g0712000,0.380633614,0.030023784,0.704402546,0.799578365
Os06g0270200,-4.198473166,-0.496891649,6.47E-05,0.000398466
